,num_docks_available,is_renting,num_bikes_disabled,legacy_id,is_installed,num_ebikes_available,eightd_has_available_keys,num_bikes_available,num_docks_disabled,station_id,last_reported,is_returning,station_status,last_update
1749,0,0,0,4956,0,0,False,0,0,4956,86400,0,out_of_service,2022-12-19 01:00:00.541507
1750,0,0,0,4957,0,0,False,0,0,4957,86400,0,out_of_service,2022-12-19 01:00:00.541507
1751,0,0,0,4958,0,0,False,0,0,4958,86400,0,out_of_service,2022-12-19 01:00:00.541507
1752,11,1,0,4959,1,0,False,7,0,4959,1671408297,1,active,2022-12-19 01:00:00.541507
1753,22,1,0,4960,1,2,False,8,0,4960,1671403219,1,active,2022-12-19 01:00:00.541507
1754,18,1,0,4962,1,0,False,2,0,4962,1671405215,1,active,2022-12-19 01:00:00.541507
1755,14,1,0,4963,1,2,False,10,1,4963,1671412316,1,active,2022-12-19 01:00:00.541507
1756,16,1,1,4964,1,0,False,0,0,4964,1671396191,1,active,2022-12-19 01:00:00.541507
1757,15,1,0,4965,1,0,False,4,0,4965,1671397558,1,active,2022-12-19 01:00:00.541507
1758,10,1,0,4966,1,1,False,9,0,4966,1671411829,1,active,2022-12-19 01:00:00.541507
1759,14,1,1,4967,1,0,False,6,0,4967,1671411302,1,active,2022-12-19 01:00:00.541507
1760,27,1,0,4968,1,2,False,3,0,4968,1671407994,1,active,2022-12-19 01:00:00.541507
1761,21,1,0,4969,1,0,False,1,0,4969,1671405684,1,active,2022-12-19 01:00:00.541507
1762,5,1,0,4970,1,1,False,18,0,4970,1671407995,1,active,2022-12-19 01:00:00.541507
1763,3,1,3,4971,1,1,False,12,0,4971,1671403885,1,active,2022-12-19 01:00:00.541507
1764,2,1,16,4972,1,3,False,3,0,4972,1671387617,1,active,2022-12-19 01:00:00.541507
1765,0,0,0,4973,0,0,False,0,0,4973,86400,0,out_of_service,2022-12-19 01:00:00.541507
1766,18,1,1,4975,1,7,False,34,0,4975,1671408800,1,active,2022-12-19 01:00:00.541507
1767,4,1,3,4976,1,1,False,34,0,4976,1671410234,1,active,2022-12-19 01:00:00.541507
1768,30,1,6,4977,1,12,False,14,0,4977,1671412178,1,active,2022-12-19 01:00:00.541507
1769,21,1,0,4978,1,1,False,3,0,4978,1671408404,1,active,2022-12-19 01:00:00.541507
1770,1,1,2,4979,1,2,False,25,0,4979,1671409357,1,active,2022-12-19 01:00:00.541507
1771,1,1,1,4980,1,1,False,46,0,4980,1671398918,1,active,2022-12-19 01:00:00.541507
1772,3,1,0,4981,1,0,False,36,0,4981,1671410999,1,active,2022-12-19 01:00:00.541507
1773,23,1,1,4982,1,4,False,35,0,4982,1671410620,1,active,2022-12-19 01:00:00.541507
1774,22,1,0,4984,1,0,False,2,0,4984,1671407517,1,active,2022-12-19 01:00:00.541507
1775,0,0,0,4985,0,0,False,0,0,4985,86400,0,out_of_service,2022-12-19 01:00:00.541507
1776,0,1,0,4987,0,0,False,0,0,4987,86400,1,out_of_service,2022-12-19 01:00:00.541507
1777,4,1,0,4988,1,3,False,18,0,4988,1671411562,1,active,2022-12-19 01:00:00.541507
1778,17,1,0,4989,1,0,False,4,0,4989,1671408896,1,active,2022-12-19 01:00:00.541507
1779,19,1,2,4990,1,3,False,15,0,4990,1671412056,1,active,2022-12-19 01:00:00.541507
1780,8,1,0,4992,1,0,False,13,0,4992,1671404467,1,active,2022-12-19 01:00:00.541507
1781,3,1,0,4993,1,0,False,24,0,4993,1671391182,1,active,2022-12-19 01:00:00.541507
1782,18,1,0,4994,1,0,False,3,0,4994,1671402616,1,active,2022-12-19 01:00:00.541507
1783,17,0,0,4995,1,4,False,4,0,4995,1671399964,0,active,2022-12-19 01:00:00.541507
1784,13,1,1,4996,1,3,False,7,0,4996,1671411319,1,active,2022-12-19 01:00:00.541507
1785,0,0,0,4997,0,0,False,0,0,4997,86400,0,out_of_service,2022-12-19 01:00:00.541507
1786,1,0,4,4998,1,9,False,14,0,4998,1671386229,0,active,2022-12-19 01:00:00.541507
1787,18,1,0,5000,1,7,False,9,0,5000,1671410577,1,active,2022-12-19 01:00:00.541507
1788,24,1,0,5001,1,0,False,0,0,5001,1671404723,1,active,2022-12-19 01:00:00.541507
1789,2,1,0,5002,1,3,False,16,0,5002,1671398420,1,active,2022-12-19 01:00:00.541507
1790,2,1,1,5003,1,3,False,42,0,5003,1671410118,1,active,2022-12-19 01:00:00.541507
1791,0,0,0,5004,0,0,False,0,0,5004,86400,0,out_of_service,2022-12-19 01:00:00.541507
1792,19,1,0,5005,1,1,False,1,0,5005,1671389085,1,active,2022-12-19 01:00:00.541507
1793,18,1,1,5006,1,0,False,0,0,5006,1671406216,1,active,2022-12-19 01:00:00.541507
1794,9,1,0,5008,1,1,False,10,0,5008,1671391588,1,active,2022-12-19 01:00:00.541507
1795,46,1,0,5010,1,0,False,0,0,5010,1671409846,1,active,2022-12-19 01:00:00.541507
1796,12,1,0,5012,1,10,False,11,0,5012,1671400577,1,active,2022-12-19 01:00:00.541507
1797,0,0,0,5014,0,0,False,0,0,5014,86400,0,out_of_service,2022-12-19 01:00:00.541507
0,72,1,1671415262,active,2,52,0,1,0,1,3,False,72,2022-12-19 02:00:50.859452
1,79,1,1671413753,active,3,5,0,1,1,1,26,False,79,2022-12-19 02:00:50.859452
2,82,1,1671414020,active,2,2,0,1,2,1,23,False,82,2022-12-19 02:00:50.859452
3,83,1,1671411565,active,0,8,0,1,1,1,53,False,83,2022-12-19 02:00:50.859452
4,116,1,1671416046,active,6,6,0,1,1,1,67,False,116,2022-12-19 02:00:50.859452
5,119,1,1671415689,active,3,3,0,1,1,1,48,False,119,2022-12-19 02:00:50.859452
6,120,1,1671414695,active,3,12,0,1,1,1,4,False,120,2022-12-19 02:00:50.859452
7,127,1,1671414775,active,1,1,0,1,2,1,26,False,127,2022-12-19 02:00:50.859452
8,128,1,1671415407,active,5,2,0,1,3,1,49,False,128,2022-12-19 02:00:50.859452
9,143,1,1671413486,active,3,20,0,1,1,1,29,False,143,2022-12-19 02:00:50.859452
10,144,1,1671414036,active,0,1,0,1,0,1,57,False,144,2022-12-19 02:00:50.859452
11,146,1,1671416057,active,5,2,0,1,5,1,48,False,146,2022-12-19 02:00:50.859452
12,150,1,1671416019,active,6,39,1,1,0,1,15,False,150,2022-12-19 02:00:50.859452
13,151,1,1671415941,active,14,7,0,1,1,1,22,False,151,2022-12-19 02:00:50.859452
14,152,1,1671414886,active,8,4,0,1,0,1,43,False,152,2022-12-19 02:00:50.859452
15,153,1,1671412401,active,1,56,0,1,2,1,5,False,153,2022-12-19 02:00:50.859452
16,157,1,1671416007,active,5,4,0,1,2,1,17,False,157,2022-12-19 02:00:50.859452
17,161,1,1671416060,active,6,3,1,1,1,1,30,False,161,2022-12-19 02:00:50.859452
18,164,1,1671415929,active,4,53,0,1,4,1,20,False,164,2022-12-19 02:00:50.859452
19,168,1,1671414640,active,6,8,0,1,2,1,59,False,168,2022-12-19 02:00:50.859452
20,174,1,1671415724,active,3,30,0,1,0,1,5,False,174,2022-12-19 02:00:50.859452
21,195,1,1671414550,active,6,3,0,1,0,1,42,False,195,2022-12-19 02:00:50.859452
22,212,1,1671415007,active,5,4,0,1,1,1,54,False,212,2022-12-19 02:00:50.859452
23,216,1,1671416071,active,3,33,0,1,1,1,3,False,216,2022-12-19 02:00:50.859452
24,217,1,1671408687,active,2,1,0,1,3,1,35,False,217,2022-12-19 02:00:50.859452
25,223,1,1671415605,active,3,4,0,1,0,1,40,False,223,2022-12-19 02:00:50.859452
26,224,1,1671415654,active,3,14,0,1,1,1,19,False,224,2022-12-19 02:00:50.859452
27,228,1,1671416026,active,1,37,0,1,2,1,39,False,228,2022-12-19 02:00:50.859452
28,229,1,1671415653,active,2,10,0,1,4,1,9,False,229,2022-12-19 02:00:50.859452
29,232,1,1671415928,active,8,27,0,1,0,1,23,False,232,2022-12-19 02:00:50.859452
30,236,1,1671415404,active,6,5,0,1,0,1,67,False,236,2022-12-19 02:00:50.859452
31,238,1,1671415598,active,3,0,0,1,5,1,25,False,238,2022-12-19 02:00:50.859452
32,239,1,1671415966,active,0,30,0,1,0,1,32,False,239,2022-12-19 02:00:50.859452
33,241,1,1671413068,active,1,13,0,1,1,1,8,False,241,2022-12-19 02:00:50.859452
34,242,1,1671414702,active,0,14,0,1,0,1,32,False,242,2022-12-19 02:00:50.859452
35,244,1,1671415501,active,2,42,6,1,0,1,3,False,244,2022-12-19 02:00:50.859452
36,245,1,1671411384,active,1,52,0,1,0,1,4,False,245,2022-12-19 02:00:50.859452
37,247,1,1671415055,active,5,3,0,1,0,1,75,False,247,2022-12-19 02:00:50.859452
38,248,1,1671411645,active,5,2,0,1,1,1,84,False,248,2022-12-19 02:00:50.859452
39,249,1,1671409269,active,1,8,0,1,1,1,18,False,249,2022-12-19 02:00:50.859452
40,250,1,1671415589,active,2,19,0,1,3,1,18,False,250,2022-12-19 02:00:50.859452
41,251,1,1671414593,active,0,11,0,1,0,1,14,False,251,2022-12-19 02:00:50.859452
42,252,1,1671414444,active,3,1,0,1,2,1,28,False,252,2022-12-19 02:00:50.859452
43,254,1,1671415638,active,7,0,0,1,4,1,42,False,254,2022-12-19 02:00:50.859452
44,257,1,1671414423,active,1,0,0,1,3,1,75,False,257,2022-12-19 02:00:50.859452
45,258,1,1671414805,active,1,15,0,1,2,1,6,False,258,2022-12-19 02:00:50.859452
46,259,1,1671413337,active,5,13,0,1,3,1,39,False,259,2022-12-19 02:00:50.859452
47,260,1,1671410573,active,5,0,0,1,0,1,49,False,260,2022-12-19 02:00:50.859452
48,261,1,1671412012,active,0,22,0,1,0,1,19,False,261,2022-12-19 02:00:50.859452
49,262,1,86400,active,0,0,0,1,0,1,0,False,262,2022-12-19 02:00:50.859452
50,264,1,1671415232,active,2,3,0,1,1,1,25,False,264,2022-12-19 02:00:50.859452
51,265,1,1671415403,active,12,10,0,1,7,1,30,False,265,2022-12-19 02:00:50.859452
52,266,1,1671414188,active,0,17,0,1,2,1,11,False,266,2022-12-19 02:00:50.859452
53,267,1,1671415623,active,8,40,0,1,2,1,36,False,267,2022-12-19 02:00:50.859452
54,268,1,1671414550,active,3,2,0,1,0,1,25,False,268,2022-12-19 02:00:50.859452
55,270,1,1671414953,active,3,15,0,1,0,1,13,False,270,2022-12-19 02:00:50.859452
56,275,1,1671414791,active,2,14,0,1,2,1,3,False,275,2022-12-19 02:00:50.859452
57,278,1,1671414511,active,2,16,0,1,1,1,2,False,278,2022-12-19 02:00:50.859452
58,281,1,1671412878,active,34,8,0,1,1,1,84,False,281,2022-12-19 02:00:50.859452
59,284,1,1671415995,active,20,1,0,1,1,1,47,False,284,2022-12-19 02:00:50.859452
60,285,1,1671415697,active,2,10,0,1,2,1,101,False,285,2022-12-19 02:00:50.859452
61,289,1,1671414517,active,3,11,0,1,1,1,6,False,289,2022-12-19 02:00:50.859452
62,291,1,1671412577,active,3,8,0,1,3,1,7,False,291,2022-12-19 02:00:50.859452
63,293,1,1671415802,active,5,3,0,1,3,1,84,False,293,2022-12-19 02:00:50.859452
64,294,1,1671414303,active,8,4,0,1,5,1,55,False,294,2022-12-19 02:00:50.859452
65,295,1,1671416051,active,1,2,0,1,1,1,30,False,295,2022-12-19 02:00:50.859452
66,297,1,1671415799,active,7,8,0,1,1,1,66,False,297,2022-12-19 02:00:50.859452
67,298,1,1671415334,active,1,3,0,1,1,1,30,False,298,2022-12-19 02:00:50.859452
68,301,1,1671416016,active,4,45,0,1,3,1,9,False,301,2022-12-19 02:00:50.859452
69,302,1,1671415471,active,7,38,0,1,1,1,16,False,302,2022-12-19 02:00:50.859452
70,303,1,1671408427,active,1,13,0,1,5,1,47,False,303,2022-12-19 02:00:50.859452
71,304,1,1671414546,active,1,22,0,1,1,1,25,False,304,2022-12-19 02:00:50.859452
72,305,0,86400,out_of_service,0,0,0,0,0,0,0,False,305,2022-12-19 02:00:50.859452
73,307,1,1671415819,active,2,13,0,1,0,1,17,False,307,2022-12-19 02:00:50.859452
74,308,1,1671411468,active,2,13,0,1,2,1,33,False,308,2022-12-19 02:00:50.859452
75,311,1,1671415903,active,3,14,0,1,4,1,41,False,311,2022-12-19 02:00:50.859452
76,312,1,1671415700,active,5,4,0,1,4,1,24,False,312,2022-12-19 02:00:50.859452
77,313,1,1671410393,active,0,12,0,1,0,1,42,False,313,2022-12-19 02:00:50.859452
78,315,1,1671411465,active,1,0,0,1,0,1,43,False,315,2022-12-19 02:00:50.859452
79,316,1,1671409729,active,1,7,0,1,2,1,34,False,316,2022-12-19 02:00:50.859452
80,317,1,1671415033,active,1,53,0,1,1,1,13,False,317,2022-12-19 02:00:50.859452
81,319,1,1671415606,active,5,3,0,1,3,1,27,False,319,2022-12-19 02:00:50.859452
82,320,1,1671414977,active,2,5,0,1,0,1,49,False,320,2022-12-19 02:00:50.859452
83,321,1,1671416022,active,6,20,0,1,1,1,18,False,321,2022-12-19 02:00:50.859452
84,323,1,1671415767,active,1,2,0,1,0,1,35,False,323,2022-12-19 02:00:50.859452
85,324,1,1671415448,active,6,6,0,1,3,1,64,False,324,2022-12-19 02:00:50.859452
86,325,1,1671413685,active,6,5,0,1,0,1,29,False,325,2022-12-19 02:00:50.859452
87,326,1,1671416064,active,2,17,0,1,1,1,43,False,326,2022-12-19 02:00:50.859452
88,327,1,1671413371,active,8,0,0,1,2,1,35,False,327,2022-12-19 02:00:50.859452
89,328,1,1671410532,active,1,3,0,1,4,1,28,False,328,2022-12-19 02:00:50.859452
90,330,1,1671413999,active,9,6,0,1,0,1,36,False,330,2022-12-19 02:00:50.859452
91,331,1,1671415720,active,0,4,0,1,0,1,23,False,331,2022-12-19 02:00:50.859452
92,332,1,1671413525,active,5,20,0,1,1,1,14,False,332,2022-12-19 02:00:50.859452
93,334,1,1671415907,active,7,1,0,1,1,1,41,False,334,2022-12-19 02:00:50.859452
94,335,1,1671414358,active,1,6,0,1,8,1,12,False,335,2022-12-19 02:00:50.859452
95,336,1,1671415512,active,9,1,0,1,0,1,56,False,336,2022-12-19 02:00:50.859452
96,339,1,1671415527,active,8,11,0,1,3,1,26,False,339,2022-12-19 02:00:50.859452
97,340,1,1671414233,active,11,2,0,1,0,1,20,False,340,2022-12-19 02:00:50.859452
98,341,1,1671408235,active,1,10,0,1,0,1,9,False,341,2022-12-19 02:00:50.859452
99,342,1,1671413336,active,3,18,0,1,2,1,9,False,342,2022-12-19 02:00:50.859452
100,343,1,1671403981,active,0,15,0,1,0,1,8,False,343,2022-12-19 02:00:50.859452
101,344,1,1671413549,active,1,21,0,1,1,1,1,False,344,2022-12-19 02:00:50.859452
102,346,1,1671414434,active,10,0,0,1,2,1,24,False,346,2022-12-19 02:00:50.859452
103,347,1,1671415661,active,2,2,0,1,4,1,47,False,347,2022-12-19 02:00:50.859452
104,349,1,1671415845,active,1,53,0,1,1,1,3,False,349,2022-12-19 02:00:50.859452
105,350,1,1671415773,active,6,16,0,1,6,1,24,False,350,2022-12-19 02:00:50.859452
106,352,1,1671412390,active,3,29,0,1,0,1,6,False,352,2022-12-19 02:00:50.859452
107,353,1,1671416019,active,1,15,0,1,4,1,8,False,353,2022-12-19 02:00:50.859452
108,354,1,1671416013,active,3,44,0,1,3,1,15,False,354,2022-12-19 02:00:50.859452
109,355,1,1671415262,active,2,6,0,1,1,1,36,False,355,2022-12-19 02:00:50.859452
110,356,1,1671413408,active,2,17,0,1,0,1,6,False,356,2022-12-19 02:00:50.859452
111,358,1,1671412589,active,2,0,0,1,5,1,43,False,358,2022-12-19 02:00:50.859452
112,359,1,1671412781,active,2,95,0,1,1,1,14,False,359,2022-12-19 02:00:50.859452
113,360,1,1671412715,active,0,38,0,1,0,1,19,False,360,2022-12-19 02:00:50.859452
114,361,1,1671413132,active,12,1,0,1,2,1,76,False,361,2022-12-19 02:00:50.859452
115,362,1,1671410023,active,3,21,0,1,1,1,35,False,362,2022-12-19 02:00:50.859452
116,363,1,1671415109,active,6,32,0,1,0,1,41,False,363,2022-12-19 02:00:50.859452
117,364,1,1671413191,active,2,25,0,1,0,1,2,False,364,2022-12-19 02:00:50.859452
118,366,1,1671415187,active,6,14,0,1,1,1,16,False,366,2022-12-19 02:00:50.859452
119,367,1,1671416009,active,4,31,0,1,1,1,22,False,367,2022-12-19 02:00:50.859452
120,368,0,86400,out_of_service,0,0,0,0,0,0,0,False,368,2022-12-19 02:00:50.859452
121,369,1,1671415078,active,3,3,0,1,4,1,67,False,369,2022-12-19 02:00:50.859452
122,372,1,1671413799,active,1,21,0,1,1,1,4,False,372,2022-12-19 02:00:50.859452
123,373,1,1671410728,active,1,12,0,1,4,1,2,False,373,2022-12-19 02:00:50.859452
124,376,1,1671412017,active,3,5,0,1,0,1,37,False,376,2022-12-19 02:00:50.859452
125,377,1,1671413127,active,1,1,0,1,3,1,45,False,377,2022-12-19 02:00:50.859452
126,379,1,1671414935,active,23,26,0,1,3,1,27,False,379,2022-12-19 02:00:50.859452
127,380,1,1671414893,active,10,3,0,1,1,1,22,False,380,2022-12-19 02:00:50.859452
128,383,0,86400,out_of_service,0,0,0,0,0,0,0,False,383,2022-12-19 02:00:50.859452
129,385,1,1671413923,active,3,16,0,1,1,1,12,False,385,2022-12-19 02:00:50.859452
130,386,1,1671415937,active,1,20,0,1,2,1,60,False,386,2022-12-19 02:00:50.859452
131,387,1,1671415510,active,0,5,0,1,6,1,28,False,387,2022-12-19 02:00:50.859452
132,388,1,1671413377,active,3,16,0,1,2,1,33,False,388,2022-12-19 02:00:50.859452
133,390,1,1671414502,active,4,4,0,1,1,1,42,False,390,2022-12-19 02:00:50.859452
134,391,1,1671414026,active,0,41,0,1,0,1,2,False,391,2022-12-19 02:00:50.859452
135,392,1,1671413501,active,2,7,0,1,0,1,28,False,392,2022-12-19 02:00:50.859452
136,393,1,1671414977,active,1,34,0,1,1,1,20,False,393,2022-12-19 02:00:50.859452
137,394,1,1671415804,active,4,25,0,1,0,1,9,False,394,2022-12-19 02:00:50.859452
138,396,1,1671411235,active,6,10,1,1,2,1,10,False,396,2022-12-19 02:00:50.859452
139,397,1,1671414028,active,0,71,0,1,3,1,1,False,397,2022-12-19 02:00:50.859452
140,398,1,1671413931,active,2,2,0,1,3,1,32,False,398,2022-12-19 02:00:50.859452
141,399,1,1671414500,active,0,38,0,1,0,1,1,False,399,2022-12-19 02:00:50.859452
142,400,1,1671415903,active,2,5,0,1,0,1,10,False,400,2022-12-19 02:00:50.859452
143,401,1,1671416064,active,9,4,0,1,5,1,33,False,401,2022-12-19 02:00:50.859452
144,403,0,86400,out_of_service,0,0,0,0,0,0,0,False,403,2022-12-19 02:00:50.859452
145,405,1,1671415503,active,2,1,0,1,1,1,49,False,405,2022-12-19 02:00:50.859452
146,406,1,1671412830,active,1,7,0,1,1,1,12,False,406,2022-12-19 02:00:50.859452
147,408,1,1671415114,active,1,12,0,1,3,1,30,False,408,2022-12-19 02:00:50.859452
148,410,1,1671415700,active,2,47,0,1,3,1,28,False,410,2022-12-19 02:00:50.859452
149,411,1,1671415977,active,6,20,0,1,1,1,10,False,411,2022-12-19 02:00:50.859452
150,412,1,1671415998,active,3,0,0,1,1,1,25,False,412,2022-12-19 02:00:50.859452
151,415,0,86400,out_of_service,0,0,0,0,0,0,0,False,415,2022-12-19 02:00:50.859452
152,416,1,1671414553,active,0,23,0,1,1,1,2,False,416,2022-12-19 02:00:50.859452
153,417,1,1671416033,active,3,2,0,1,0,1,23,False,417,2022-12-19 02:00:50.859452
154,418,1,1671413651,active,0,0,0,1,0,1,37,False,418,2022-12-19 02:00:50.859452
155,419,1,1671414445,active,1,10,0,1,0,1,13,False,419,2022-12-19 02:00:50.859452
156,420,1,1671414254,active,0,49,0,1,2,1,0,False,420,2022-12-19 02:00:50.859452
157,421,1,1671415777,active,5,0,3,1,11,1,5,False,421,2022-12-19 02:00:50.859452
158,422,1,1671414231,active,0,113,0,1,2,1,2,False,422,2022-12-19 02:00:50.859452
159,423,1,1671415899,active,6,34,0,1,1,1,9,False,423,2022-12-19 02:00:50.859452
160,426,1,1671415558,active,0,8,0,1,3,1,69,False,426,2022-12-19 02:00:50.859452
161,427,1,1671415644,active,0,11,0,1,1,1,57,False,427,2022-12-19 02:00:50.859452
162,428,1,1671415757,active,4,8,0,1,0,1,51,False,428,2022-12-19 02:00:50.859452
163,432,1,1671415949,active,8,29,0,1,0,1,14,False,432,2022-12-19 02:00:50.859452
164,434,1,1671415568,active,8,5,0,1,2,1,52,False,434,2022-12-19 02:00:50.859452
165,435,1,1671415770,active,15,8,0,1,3,1,63,False,435,2022-12-19 02:00:50.859452
166,436,1,1671410006,active,0,24,0,1,1,1,2,False,436,2022-12-19 02:00:50.859452
167,437,1,1671413788,active,3,2,0,1,2,1,19,False,437,2022-12-19 02:00:50.859452
168,438,1,1671415949,active,1,2,0,1,0,1,64,False,438,2022-12-19 02:00:50.859452
169,439,1,1671415902,active,4,2,0,1,2,1,37,False,439,2022-12-19 02:00:50.859452
170,440,1,1671415716,active,6,22,0,1,0,1,10,False,440,2022-12-19 02:00:50.859452
171,442,1,1671415618,active,7,13,0,1,1,1,35,False,442,2022-12-19 02:00:50.859452
172,443,1,1671416017,active,3,10,0,1,3,1,10,False,443,2022-12-19 02:00:50.859452
173,445,1,1671416033,active,3,83,0,1,3,1,19,False,445,2022-12-19 02:00:50.859452
174,446,1,1671414453,active,4,27,0,1,2,1,50,False,446,2022-12-19 02:00:50.859452
175,447,1,1671415672,active,10,10,0,1,1,1,20,False,447,2022-12-19 02:00:50.859452
176,448,1,1671416028,active,10,6,0,1,1,1,17,False,448,2022-12-19 02:00:50.859452
177,450,1,1671415333,active,12,50,0,1,0,1,15,False,450,2022-12-19 02:00:50.859452
178,453,1,1671415899,active,17,16,0,1,6,1,43,False,453,2022-12-19 02:00:50.859452
179,454,1,1671416037,active,1,24,0,1,1,1,9,False,454,2022-12-19 02:00:50.859452
180,455,1,1671415657,active,2,54,0,1,0,1,32,False,455,2022-12-19 02:00:50.859452
181,456,1,1671410922,active,0,24,0,1,1,1,26,False,456,2022-12-19 02:00:50.859452
182,457,1,1671416026,active,12,59,0,1,2,1,17,False,457,2022-12-19 02:00:50.859452
183,458,1,1671414855,active,8,15,0,1,0,1,30,False,458,2022-12-19 02:00:50.859452
184,460,1,1671416054,active,5,4,0,1,1,1,20,False,460,2022-12-19 02:00:50.859452
185,461,1,1671415850,active,4,17,0,1,0,1,39,False,461,2022-12-19 02:00:50.859452
186,462,1,1671415125,active,5,1,0,1,0,1,73,False,462,2022-12-19 02:00:50.859452
187,464,0,1665166826,out_of_service,0,1,0,0,0,0,0,False,464,2022-12-19 02:00:50.859452
188,465,1,1671415740,active,7,16,0,1,2,1,34,False,465,2022-12-19 02:00:50.859452
189,466,1,1671415700,active,5,7,0,1,1,1,25,False,466,2022-12-19 02:00:50.859452
190,468,1,1671415981,active,1,69,0,1,2,1,5,False,468,2022-12-19 02:00:50.859452
191,469,1,1671414443,active,13,51,0,1,1,1,33,False,469,2022-12-19 02:00:50.859452
192,470,1,1671415768,active,7,1,0,1,0,1,83,False,470,2022-12-19 02:00:50.859452
193,471,1,1671415856,active,3,11,0,1,3,1,17,False,471,2022-12-19 02:00:50.859452
194,472,1,1671415617,active,4,40,0,1,3,1,11,False,472,2022-12-19 02:00:50.859452
195,473,1,1671408076,active,20,0,0,1,0,1,64,False,473,2022-12-19 02:00:50.859452
196,474,1,1671415954,active,13,9,0,1,0,1,47,False,474,2022-12-19 02:00:50.859452
197,476,1,1671415937,active,9,51,0,1,0,1,14,False,476,2022-12-19 02:00:50.859452
198,477,1,1671415956,active,31,1,4,1,6,1,58,False,477,2022-12-19 02:00:50.859452
199,478,1,1671414652,active,8,36,0,1,4,1,14,False,478,2022-12-19 02:00:50.859452
200,479,1,1671415983,active,4,20,0,1,3,1,5,False,479,2022-12-19 02:00:50.859452
201,480,1,1671415833,active,0,24,0,1,2,1,3,False,480,2022-12-19 02:00:50.859452
202,481,1,1671415326,active,6,11,0,1,1,1,13,False,481,2022-12-19 02:00:50.859452
203,482,0,1671372713,active,2,1,0,0,1,1,76,False,482,2022-12-19 02:00:50.859452
204,483,1,1671414970,active,12,0,0,1,0,1,69,False,483,2022-12-19 02:00:50.859452
205,484,1,1671413699,active,11,43,0,1,1,1,24,False,484,2022-12-19 02:00:50.859452
206,485,1,1671411788,active,2,23,0,1,1,1,15,False,485,2022-12-19 02:00:50.859452
207,486,1,1671415909,active,20,5,0,1,7,1,29,False,486,2022-12-19 02:00:50.859452
208,489,1,1671415770,active,12,16,0,1,4,1,46,False,489,2022-12-19 02:00:50.859452
209,490,1,1671415772,active,38,33,0,1,1,1,61,False,490,2022-12-19 02:00:50.859452
210,494,1,1671415878,active,1,13,0,1,3,1,50,False,494,2022-12-19 02:00:50.859452
211,495,1,1671415065,active,1,36,0,1,0,1,2,False,495,2022-12-19 02:00:50.859452
212,496,1,1671415956,active,2,10,0,1,4,1,51,False,496,2022-12-19 02:00:50.859452
213,497,1,1671416071,active,9,8,0,1,9,1,49,False,497,2022-12-19 02:00:50.859452
214,500,1,1671415239,active,4,42,0,1,0,1,36,False,500,2022-12-19 02:00:50.859452
215,501,1,1671415565,active,3,64,0,1,2,1,17,False,501,2022-12-19 02:00:50.859452
216,502,1,1671416010,active,6,16,0,1,4,1,14,False,502,2022-12-19 02:00:50.859452
217,503,1,1671415998,active,7,7,0,1,0,1,38,False,503,2022-12-19 02:00:50.859452
218,504,1,1671416062,active,1,42,0,1,3,1,9,False,504,2022-12-19 02:00:50.859452
219,505,1,1671414858,active,5,13,0,1,4,1,31,False,505,2022-12-19 02:00:50.859452
220,507,1,1671415493,active,4,71,0,1,1,1,6,False,507,2022-12-19 02:00:50.859452
221,508,1,1671415522,active,4,18,0,1,1,1,5,False,508,2022-12-19 02:00:50.859452
222,509,1,1671415601,active,5,1,0,1,8,1,48,False,509,2022-12-19 02:00:50.859452
223,510,1,1671415888,active,23,24,0,1,2,1,53,False,510,2022-12-19 02:00:50.859452
224,511,1,1671414954,active,6,34,0,1,0,1,9,False,511,2022-12-19 02:00:50.859452
225,512,1,1671413217,active,3,10,0,1,1,1,18,False,512,2022-12-19 02:00:50.859452
226,513,1,1671415574,active,1,40,0,1,0,1,1,False,513,2022-12-19 02:00:50.859452
227,514,1,1671415747,active,10,23,0,1,3,1,22,False,514,2022-12-19 02:00:50.859452
228,515,1,1671416033,active,2,70,0,1,0,1,7,False,515,2022-12-19 02:00:50.859452
229,516,1,1671415754,active,4,11,0,1,1,1,35,False,516,2022-12-19 02:00:50.859452
230,522,1,1671413738,active,1,50,0,1,2,1,22,False,522,2022-12-19 02:00:50.859452
231,525,1,1671415948,active,1,22,0,1,4,1,33,False,525,2022-12-19 02:00:50.859452
232,526,1,1671415764,active,3,16,0,1,2,1,21,False,526,2022-12-19 02:00:50.859452
233,528,1,1671415524,active,1,29,0,1,2,1,7,False,528,2022-12-19 02:00:50.859452
234,529,1,1671415851,active,8,6,0,1,4,1,29,False,529,2022-12-19 02:00:50.859452
235,530,1,1671412988,active,1,16,0,1,2,1,5,False,530,2022-12-19 02:00:50.859452
236,531,1,1671415126,active,16,4,0,1,0,1,61,False,531,2022-12-19 02:00:50.859452
237,532,1,1671415993,active,2,14,0,1,4,1,24,False,532,2022-12-19 02:00:50.859452
238,536,1,1671416042,active,7,9,0,1,2,1,17,False,536,2022-12-19 02:00:50.859452
239,537,1,1671415071,active,0,53,0,1,1,1,22,False,537,2022-12-19 02:00:50.859452
240,539,1,1671415207,active,1,9,0,1,5,1,15,False,539,2022-12-19 02:00:50.859452
241,540,1,1671416032,active,4,41,0,1,0,1,12,False,540,2022-12-19 02:00:50.859452
242,545,1,1671414507,active,2,15,0,1,1,1,9,False,545,2022-12-19 02:00:50.859452
